Student_id,C200,C300,C400,C500,F100,S100,H100,L100,M000,M100,M200,M300,M400,X100,Final Grade
2423851,90.06,95.74,93.71,95.11,85.94,91.18,93.1,97.92,90.97,82.49,88.47,97.41,98.22,90.47,92.1993
2423951,94.87,95.91,98.06,95.45,93.33,97.44,97.25,92.01,100,100,91.12,89.36,100,95.57,95.7407
2402450,92.31,96.82,90.81,86.06,95.94,92.84,88.62,94.1,93.58,89.46,81.96,93.3,76.16,86.45,89.8864
2424051,88.29,96.57,96.65,90.07,81.95,93,96.59,86.68,88.83,95.43,84.16,87.68,89.41,92.19,90.5357
2424151,82.23,96.85,91.02,85.66,92.51,90.94,87.05,89.78,91.48,87.62,91.95,95.52,100,97.25,91.4186
2424251,92.18,88.53,87.83,89.12,87.06,89,86.51,98.86,97.57,94.17,89.86,89.97,100,88.85,91.3936
2424351,94.32,89.2,96.41,90.73,90.94,99.6,96.08,86.77,93.75,91.54,87.39,90.77,99.51,85.38,92.3136
2424451,98.64,91.14,99.89,87.41,92.87,96.27,89.25,94.58,100,96.27,92.6,96.89,97.98,90.87,94.6186
2424551,92.89,84.05,94.08,97.89,97.01,91.61,96.58,95.89,100,96.94,95.13,90.64,90.79,96.59,94.2921
2424651,83.29,95.72,95.64,91.66,94.08,90.05,92.73,87.65,88.5,91.29,89.97,80.7,95.31,89.01,90.4
2424751,99.17,90.73,90.85,97,88.59,96.17,93.47,88.72,95.95,95.08,100,91.92,82.55,100,93.5857
2424851,88.34,100,91.8,97.08,88.03,97.94,91.04,93.87,87.03,86.07,92.57,91.37,89.56,95.2,92.1357
2424951,92.29,96.91,89.96,100,85.98,88.92,96.03,93.64,92.43,89.83,98.97,91.92,87.04,88.35,92.305
2402550,85.47,88.64,98.02,87.81,80.69,95.25,83.22,93.11,83.7,93.14,88.13,91.94,93.53,89.98,89.4736
2425051,96.99,99.23,94.61,82.4,97.99,83.29,89.84,92.13,93.89,90.44,92.06,92.5,98.83,88.48,92.3343
2425151,91.56,85.69,97.15,92.06,99.1,97.38,94.83,94.9,89.16,95.37,79.17,92.7,95.99,91.15,92.5864
2425251,89.54,88.72,95.07,100,88.91,95.58,95.91,84.47,100,91.92,84.5,88.65,85.75,94.02,91.6457
2425351,97.37,88.92,92.63,91.04,95.64,93.46,93.47,91.4,91.13,93.9,94.49,86.73,96.12,100,93.3071
2425451,100,95.06,98.1,94.48,92.36,89.89,93.82,95.05,92.56,86.27,95.02,100,91.49,85.47,93.5407
2425551,90.84,96.27,92.75,81.74,90.93,96.56,94.25,89.74,99,97.23,88.78,95.45,89.63,80.95,91.7229
2425651,100,90.03,93.91,89.75,97.21,84.54,91.79,92.05,87.96,84.81,79.83,85.64,95.03,85.56,89.865
2425751,94.35,93.78,92,91.03,91.02,80.46,95.96,94.68,85.93,97.4,94.84,83.92,94.47,94.72,91.7543
2425851,96.72,93.6,84.7,97.9,98.96,85.64,82.81,97.14,89.92,93.98,87.68,90.09,92.41,91.73,91.6629
2425951,91.88,89.26,89.12,89.31,87.44,93.64,93.53,85.26,95.71,93.56,86.75,93.88,94.96,81.51,90.415
2402650,84.93,89.59,96.09,91.51,91.53,88.27,86.91,93.33,98.72,90.49,93.85,97.1,92.32,93.74,92.0271
2426051,84.49,93.75,89.3,88.76,90.69,90.86,95.45,100,86.16,91.57,87.45,97.13,100,85.98,91.5421
2426151,96.93,82.45,87.53,88.31,89.57,88.8,92.71,93.79,94.19,97.86,98.87,95.49,93.13,100,92.8307
2426251,90.33,89.31,87.7,86.82,100,96.47,94.88,98.19,88.71,95.61,98.19,88.83,88.48,93.51,92.645
2426351,93.91,92.74,94.64,98.66,88.88,95.93,94.39,91.99,89.68,89.93,97.1,92.05,93.25,88.71,92.99
2426451,93.36,88.88,94.46,94.1,89.1,90.25,96.91,82.37,85,94.39,93.61,92.72,94.62,88.59,91.3114
2426551,89.85,88.14,95.54,100,95.13,86.59,89.72,86.7,94.68,94.66,93.61,100,77.88,93.14,91.8314
2426651,99.25,89.88,92.61,89.81,94.1,98,93.2,99.34,88.39,87.15,90.07,98.07,89.83,83.06,92.34
2426751,89.93,89.13,94.99,97.18,90.03,94.25,90.85,91.89,89.07,96.54,89.53,97.61,90.07,91.39,92.3186
2426851,92.05,96.63,100,94.49,96.87,97.69,96.87,95.76,89.94,92.43,94.37,90.27,89.58,92.99,94.2814
2426951,100,100,97.77,90.73,85.85,90.15,88.38,99.97,97.4,94.92,90.37,86.85,95.14,92.43,93.5686
2402750,96.78,93.23,85.6,92.76,88.25,93.66,93.25,96.73,90.06,89.93,91.18,93.79,97.89,94.68,92.6993
2427051,99.72,80.79,94.34,97.41,93.93,91.82,93.74,99.95,85.25,97.25,99.23,89.96,98.41,86.53,93.4521
2427151,93.47,96.58,83.84,98.51,85.06,81.28,88.08,93.04,92.67,93.15,94.13,92.13,93.97,88.05,90.9971
2427251,92.47,96.35,88.18,91.39,90.19,89.23,95.75,91.23,94.68,88.39,98.73,85.68,86.95,95,91.73
2427351,89.83,92.07,93.97,89.74,95.5,94.67,88.05,94.28,93.18,88.8,91.19,96.36,80.97,92.97,91.5414
2427451,86.28,85.23,91.33,92.91,95.6,94.5,92.65,93.31,99.26,86.48,83.21,82.79,93.7,91,90.5893
2427551,96.23,93.76,96.08,96.64,94.21,85.44,94.7,100,92.03,82.42,91.36,97.18,92.19,96.42,93.4757
2427651,83.76,84.3,93.53,89.79,90.49,88.94,87.61,100,90.19,93.68,91.17,92.27,86.26,97.45,90.6743
2427751,85.66,88.86,93.73,90.5,89.19,81.16,97.23,87.14,93.49,95.64,90.09,95.21,93.72,88,90.6871
2427851,88.36,90.89,94.09,86.17,92.5,92.6,96.34,92.07,87.34,94.26,93.18,93.81,98.83,93.95,92.4564
2427951,92.38,92.98,89.07,98.46,94.06,98.24,90.75,90.34,86.21,95.26,80.95,87.19,100,90.94,91.9164
2402850,85.15,93.65,100,87.27,90.62,96.11,98.64,98.87,90.39,97.21,90.62,90.89,89.76,93.27,93.0321
2428051,92.42,96.22,88.11,92.15,78.32,84.98,95.6,90.01,92.43,99.02,84.61,89.95,91.75,94.15,90.6943
2428151,84.24,81.91,92.78,83.76,97.91,80.18,84.22,87.5,89.77,91.82,89.89,96.43,88.72,88.77,88.4214
2428251,94.45,90.14,97.77,93.57,94.82,86.8,90.19,90.44,97.87,96.66,92.83,96.66,88.24,93.89,93.1664
2428351,91.58,87,89.95,87.34,85.67,83.83,88.48,96,100,88.81,95.23,90.08,98.41,82.07,90.3179
2428451,88.77,92.79,89.17,89.18,89.57,88,91.38,95.42,87.46,99.46,91.3,90.52,90.09,85.05,90.5829
2428551,97,90.08,98.49,84.12,89.54,78.63,97.24,90.01,94.47,87.09,93.68,94.42,81.55,98,91.0229
2428651,94.07,98.04,87.06,84.31,93.85,93.5,93.84,100,97.62,96.48,95.6,85.08,88.12,93.79,92.9543
2428751,94.07,92.23,98.26,88.54,97.85,98.83,89.83,97.4,85.99,92.55,90.53,92.99,95.96,88.63,93.1186
2428851,94.94,78.5,93,96.74,85.11,89.99,91.89,94.71,97.02,100,92.33,95.01,84.03,81.85,91.08
2428951,91.12,100,93.88,94.98,88.05,98.11,93.72,83.3,88.89,92.48,87.65,96.58,97.12,90.06,92.5671
2402950,91.89,94.78,98.72,85.43,85.64,86.02,90.47,88.85,92.17,86.7,93.82,86.71,98.09,96.07,91.0971
2429051,89.85,89.94,91.5,94.01,93.18,95.17,91.9,88.83,88.56,90.44,92.03,92.83,93.4,83.43,91.0764
2429151,93.22,100,92.11,88.37,96.91,94.27,83.09,84.59,94.51,88.7,86.99,81.1,85.46,95.79,90.365
2429251,97.91,94.13,97.26,91.08,94.28,94.05,100,90.52,94.35,85.35,89.84,98.84,94.82,100,94.4593
2429351,96.62,94.53,98.17,92.22,91.1,93.59,90.38,96.84,95.11,75.61,100,91.92,89.82,98.51,93.1729
2429451,85.76,89.41,84.44,87.3,86.46,89.76,92.19,92.34,93.76,91.91,89.15,82.46,86.67,93.85,88.9614
2429551,86.25,88.6,91.22,100,94.07,90.95,93.34,92.25,93.08,91.15,87.57,91.92,92.94,95.04,92.0271
2429651,100,92.56,99.75,90.52,84.5,83.43,93.31,99.21,88.27,95.01,95.96,93.83,87.45,95.68,92.82
2429751,86.97,81.32,87.29,95.16,97.21,89.89,94.25,88.99,87.22,90.07,96.04,94.67,86.54,87.72,90.2386
2429851,95.05,94.07,89.14,90.63,92.12,84.36,88.16,93.5,97.18,100,86.46,95.76,94.12,99.49,92.86
2429951,96.6,89.9,88.39,91.17,93.85,95.11,98.75,81.91,98.86,81.01,82.77,97.99,99.84,91.76,91.9936
2403050,91.84,91.03,89.38,89.57,91.59,87.87,91.18,99.34,95.39,87.55,90.88,86.44,87.67,90.87,90.7571
2430051,91.63,88.88,91.47,93.73,100,88.3,93.91,93.24,87.07,85.06,96.82,93.49,100,90.54,92.4386
2430151,96.74,86.42,98.61,87.3,95.21,96.54,84.71,95.46,97.62,91.12,91.5,91.42,84.84,91.87,92.0971
2430251,96.11,91.75,91.64,88.98,82.42,88.47,92.41,88.93,90.28,95.56,84.88,92.91,81.59,92.2,89.8664
2430351,88.49,85.95,85.9,90.2,93.72,92.55,82.87,83.42,93.14,91.63,81.64,98.11,94.9,92.58,89.65
2430451,89.3,90.38,89.72,91.11,96.08,97.3,85.44,98.05,100,88.69,92.18,85.88,90.37,92.02,91.8943
2430551,90.7,97.44,91.65,83.17,95.14,94.04,89.82,89.35,96.4,94.89,82.76,92.2,99.77,83.99,91.5229
2430651,91.77,89.9,88.23,82.49,92.63,97.33,88.23,95.06,93.3,97.81,79.4,94.67,88.69,91.95,90.8186
2430751,86.61,89.94,90.47,90.13,100,98.37,93.22,89.11,88.99,85.2,89.52,95.39,92.22,90.69,91.4186
2430851,88.23,98.78,93.45,96.9,100,98.82,96.4,90,90.96,96.72,91.84,89.75,97.72,100,94.9693
2430951,98.52,92.86,94.02,100,95.13,90.63,94.91,94.53,100,93.28,93.63,89.47,92.83,96.16,94.7121
2403150,95.59,83.8,100,98.52,94.06,95.89,100,92.96,97.44,95.04,86.75,93.02,88.97,98.38,94.3157
2431051,85.27,91.9,91.24,85.74,85.53,95.53,95.02,92.21,92.85,94.01,91.89,92.22,91.96,100,91.8121
2431151,94.27,89.66,97.21,89.92,87.37,95.33,85.33,91.34,99.04,88.56,98.11,89.43,96.89,93.94,92.6
2431251,91.54,92.08,89.76,100,88.64,89.41,90.06,84.48,98.01,97.62,88.63,83.53,94.55,96.1,91.7436
2431351,99.12,93.12,94.57,85.83,92.33,95.7,92.76,87.85,88.33,91,91.65,92.8,86.56,89.93,91.5393
2431451,95.71,83.47,93.24,93,88.16,96.82,85.09,89.32,95.57,86.51,90.4,97.99,93.99,95.89,91.7971
2431551,79.94,91.71,94.64,100,100,93.27,92.35,92.27,100,99.43,94.84,83.84,94.85,100,94.0814
2431651,95.6,90.48,100,86.41,98.45,93.62,90.81,97.21,96.1,88.02,94.44,89.28,89,91.69,92.9364
2431751,90.86,93.31,100,97.16,90.58,93.82,91.41,90.26,91.16,89.48,95.08,92.26,89.24,88.03,92.3321
2431851,91.23,89,87.92,93.77,88.48,89.95,88.9,88.2,85.26,90.77,100,89.17,82.44,99.51,90.3286
2431951,97.34,93.65,92.66,87.05,87.33,84.26,90.85,97.47,85.7,89.39,98.49,89.36,91.28,92.73,91.2543
2403250,97.23,94.03,95.27,92.23,96.51,96.93,93.51,96.73,89,89.14,97.63,93.06,84.81,96.31,93.7421
2432051,93.59,85.53,97.72,88.29,94.59,83.04,91.28,100,87.26,92.31,97.26,87.15,94.45,100,92.3193
2432151,93.3,92.36,94.37,94.19,98.68,89.02,95.25,91.86,90.9,87.9,91.45,87.33,93.41,89.94,92.14
2432251,85.71,84.3,99.17,95.66,99.78,88.76,95.61,90.09,95.24,95.6,86.27,91.94,95.55,91.82,92.5357
2432351,94.03,100,95.26,96.97,87.96,86.81,98.27,97.61,88.2,94.43,97.43,87.79,88.73,86.71,92.8714
2432451,91.34,88.55,97.63,85.4,87.61,89.3,84.39,90.2,96.64,96.59,97.13,87.26,97.79,84.43,91.0186
2432551,84.99,99.85,87.35,89.3,95.4,98.07,84.62,96.38,91.06,84.73,88.34,95.01,100,97.15,92.3036
2432651,86.19,82.52,93.31,88.59,89.61,95.36,90.15,88.38,97.47,94.78,94.5,97.01,95.54,87.53,91.4957
2432751,94.41,90.15,98.56,91.37,87.66,83.05,88.78,96.53,86.8,95.18,86.16,100,91.25,100,92.1357
2432851,100,89.87,85.45,91.76,87.79,100,89.84,86.27,86.43,88.88,88.05,99.62,90.28,86.88,90.7943
2432951,96.59,88.43,87.72,78.11,89.19,92.36,89.67,90.69,92.37,82.48,95.8,87.09,85.55,89.46,88.965
2403350,98.25,99.94,94.71,89,85.9,94.77,91.3,86.96,92.39,90.78,80.3,87.07,91.84,94.65,91.2757
2433051,92.34,94.37,93.33,93.7,87.4,100,100,93.2,100,96.47,89.73,86.61,86.58,92.78,93.3221
2433151,93.63,87.38,95.33,92.35,98.39,93.53,97.48,94.76,89.31,84.97,86.16,88.16,94.39,100,92.56
2433251,91.73,91.63,98.39,92.81,96.94,93.36,90.65,90.2,94.04,90.31,94.36,94.19,91.99,91.13,92.9807
2433351,91.62,91.96,92.89,89.73,84.47,95.06,83.42,96.77,92.16,83.35,96.59,84.13,92.51,91.82,90.4629
2433451,91.7,100,98.67,83.26,94.77,87.18,91.26,83.59,93.16,93.83,86.93,94.56,89.86,97.96,91.9093
2433551,90.32,91.06,87.76,99.38,83.52,99.46,94.66,95.94,87.49,87.61,95.81,90.13,86.72,98.8,92.0471
2433651,91.19,96.7,94.99,92.83,96.34,97.51,100,86.21,94.61,90.82,96.63,89.5,86.4,87.78,92.965
2433751,96.55,92.93,96.62,88.99,99.39,94.29,98.77,95.17,97.24,87.36,87.06,89.16,89.49,90.96,93.1414
2433851,92.37,93.76,88.17,85.11,98.96,91.6,86.18,91.03,82.16,95.75,89.83,92.02,92.68,82.68,90.1643
2433951,83.37,89.18,87.62,93.91,95.44,83.3,93.38,87.69,91.33,87.75,87.7,93.83,100,88.78,90.2343
2403450,90.82,85.92,86.86,94.85,90.41,92.43,91.04,93.33,94.16,95.08,92.99,89.93,94.5,95.22,91.9671
2434051,93.61,95.67,92.66,82.49,95.84,87.82,91.69,85.24,99.46,94.84,100,90.9,93.74,95.53,92.8207
2434151,92.77,90.6,89.09,87.95,96.81,87.28,100,81.97,96.63,87.12,84.9,93.11,92.24,84.77,90.3743
2434251,91.03,94.94,91.57,93.02,89.08,87.4,93.37,89.94,85.77,100,97.57,98.36,95.24,92.27,92.8257
2434351,90.45,89.13,93.46,92.43,89.87,91.38,92.29,91.46,94.36,93.79,96.89,100,81.62,94.89,92.2871
2434451,84.66,92.28,96.23,94.16,98.82,93.9,86.35,92.49,91.03,95.29,90.29,88.9,85.23,92.16,91.5564
2434551,89.92,100,96.91,93.7,100,93.93,88.83,93.5,93.97,96.14,99.27,96.08,83.34,98.78,94.5979
2434651,92.83,100,100,90.78,91.76,88.51,83.83,88.65,90.61,92.91,93.54,93.04,90.28,94.59,92.2379
2434751,93,96.65,78.93,92.14,86.12,95.78,92.13,97.75,95.5,97.93,91.5,99.78,97.77,92.05,93.3593
2434851,81.15,98.48,98.82,90.94,93.53,84.92,88.88,89.3,93.11,86.98,86.53,90.11,93.39,87.62,90.2686
2434951,92.24,99.04,100,86.15,93.88,92.94,89.12,89.57,97.4,91.05,88.35,97.9,91.26,88.49,92.6707
2403550,90.3,95.21,88.42,94.58,90.17,82.3,93.1,90.65,92.8,93.83,97.52,94.51,93.66,88.83,91.8486
2435051,88.48,98.79,90.69,99.02,100,100,85.18,97.94,90.73,93.29,96.67,91.53,88.59,94.91,93.9871
2435151,92.3,82.39,95.83,86.43,89.83,97.28,89.05,88.55,86.16,87.18,98.68,100,98.54,89.11,91.5236
2435251,88.61,84.27,84.89,90.7,85.1,99.25,81.51,81.49,87.4,90.19,85.07,95.13,87.76,81.79,87.3686
2435351,87.8,86.37,92.31,91.99,93.96,93.86,97.76,93.21,84.53,100,91.12,98.88,100,99.04,93.6307
2435451,89.16,91.93,96.49,96.32,87.53,95.32,92.4,91.24,96.92,90.03,86.29,100,88.93,92.49,92.5036
2435551,91.88,98.28,96.72,81.26,100,97.99,89.32,87.43,92.07,92.36,88.81,86.24,89.97,92.43,91.7686
2435651,96.75,91.41,96.97,87.3,87.41,94.84,85.58,95.63,100,91.7,89.64,98.2,93.31,98.1,93.3457
2435751,92.16,92.42,90.93,91.48,97.29,96.73,94.33,87.76,89.56,93.72,98.36,87.89,86.24,90.99,92.1329
2435851,92.83,93.84,94.89,94.88,93.35,100,89.54,93.18,85.75,87.03,83.16,96.26,92.16,92.84,92.1221
2435951,87.22,94.86,92.96,90.73,91.46,89.91,91.63,91.94,88.37,97.64,97.9,98.45,88.27,90.42,92.2686
2403650,94.28,89.78,96.9,90.06,99,90.94,93.45,95.65,83.53,100,85.45,92.57,90.29,97.56,92.8186
2436051,97.16,88.52,87.47,89.27,91.21,91.83,87.62,92.61,83.69,85.22,86.19,87.11,93.73,87.66,89.235
2436151,91.94,86.52,94.51,86.99,84.22,81.59,93.92,93.57,86.63,89.68,81.73,90.59,93.09,95.16,89.2957
2436251,94.56,94.11,88.76,87.93,94.06,86.66,86.32,95.94,97.3,87.3,98.92,96.6,92.06,100,92.8943
2436351,92.62,93.61,100,88.46,88.08,92.87,92.57,87.04,94.93,86.53,85.85,86.34,94.52,94.54,91.2829
2436451,89.01,95.43,89.14,94.73,96.83,93.11,97.67,84.33,86.15,86.03,97.58,80.77,94.32,89.14,91.0171
2436551,89.66,91.6,92.07,100,95.94,97.42,92.04,93.44,90.95,94.4,92.45,93.31,89.42,92.26,93.2114
2436651,91.52,87.88,95.35,96.17,97.96,93.99,91.04,91.76,92.78,84.14,96.31,91.35,91.83,94.67,92.625
2436751,100,81.23,87.4,93.21,98.69,84.76,87.05,100,93.63,96.95,92.84,88.22,97.41,92.08,92.3907
2436851,88.77,90.59,82.97,90,87.13,88.48,92.1,90.04,91.25,84.41,95.41,93.82,89.24,87.11,89.38
2436951,83.19,96.02,97.41,79.33,95.67,100,96.61,89.28,88.4,92.47,94.3,93.3,92.77,88.32,91.9336
2403750,93.36,85.17,90.41,97.5,98.55,94.35,93.75,93.24,89.27,90.47,88.61,95.63,90.09,90.27,92.1907
2437051,97.41,98.28,88.41,92.97,87.78,90.89,89.64,96.61,95.4,82.36,90.97,98.78,95.21,87.05,92.2686
2437151,99.62,95.29,95.52,96.51,87.63,89.28,95.58,94.9,86.55,96.19,94.92,81.95,88.36,93.89,92.585
2437251,91.12,92.22,94.96,96.07,94.49,100,86.5,100,92.06,95.85,90.22,86.44,92.11,86.24,92.7343
2437351,84.17,94.53,86.99,91.52,90.95,84.76,99.28,100,85.11,96.27,83.58,100,91.91,87.33,91.1714
2437451,89.27,90.02,94.52,92.28,85.73,91.78,90.04,92.75,89.62,92.55,88.9,89.6,92.25,94.7,91.0007
2437551,100,87.73,96.78,91.24,88.58,77.97,97.23,89.5,85.88,95.12,95.41,83.29,87.97,95.97,90.905
2437651,90.61,93.43,89.74,94.85,95.2,86.67,90.66,87.21,88.92,82.82,79.46,93.15,100,88.68,90.1
2437751,94.59,82.52,90.07,87.76,91.62,91.86,94.9,92.49,90.36,93.08,94.13,90.22,91.21,95.61,91.4586
2437851,94.64,99.4,85.02,93.28,93.88,91.48,91.65,93.8,91.77,86.38,92.6,88.75,98.86,87.66,92.0836
2437951,86.1,87.64,88.03,86.94,96.61,85.54,94.4,92.58,95.65,87.65,82.36,88.07,94.74,93.08,89.9564
2403850,90.2,88.95,95.97,95.11,92.14,89.79,91.75,88.38,92.73,94.86,90.61,98.69,85.98,96.53,92.2636
2438051,87.33,97.51,90.11,87.85,89.73,92.15,88.75,91.75,95.57,84.83,96.02,84.13,93.81,89.03,90.6121
2438151,90.37,98.98,86.1,92.66,99.6,97,91.87,89.56,97.19,87.04,94.58,89.19,90.02,96.18,92.8814
2438251,92.71,100,98.48,88.93,96.54,87.03,94.32,95.72,93.49,90.26,88.32,90.01,93.6,92.14,92.9679
2438351,90.89,87.64,87.34,91.16,92.14,91.4,88.79,98.16,96.15,97.65,98.51,100,84.02,80.7,91.7536
2438451,93.73,91.48,96.12,97,88.98,91.09,92.45,100,76.64,90.73,90.87,87.61,93.21,94.16,91.7193
2438551,97.81,90.21,94.64,92.18,90.19,90.47,87.71,89.83,89.46,90.66,87.2,93.06,96.21,84.46,91.0064
2438651,88.62,100,97.54,95.83,99.14,82.42,99.74,85.31,91.41,90.58,98.91,94.99,91.51,91.88,93.42
2438751,94.43,82.94,97.65,90.71,93.64,96.95,91.26,92.72,94.45,92.66,85.36,92.81,86.08,90.1,91.5543
2438851,93.55,93.7,98.29,93.01,96.31,95.81,90.52,89.7,97.06,96.3,96.56,91.82,84.59,93.32,93.61
2438951,87.9,91.03,85.71,97.88,88.69,87.77,92.01,91.9,84.6,100,92.21,88.55,87.39,100,91.1171
2403950,100,95.07,86.28,86.77,94.21,88.08,96.89,87.07,95.18,90.35,89.42,90.25,98.72,83.25,91.5386
2439051,81.7,85.2,88.4,88.41,95.82,86.25,87.8,88.57,92.27,92.87,92.57,93.18,94.99,87.42,89.675
2439151,93.86,99,89.33,85.69,76.69,94.76,97.59,91.77,97.27,96.66,95.37,90.04,97.08,89.62,92.4807
2439251,100,92.26,95.89,100,87.49,92.6,91.34,95.1,87.05,88.28,90.99,89.11,89.04,94.37,92.3943
2439351,96.28,100,92.74,98.28,87.09,96.09,84.81,90.9,91.69,92.28,92.88,91.18,84.53,98.93,92.6914
2439451,81.35,90.99,88.97,95.82,83.98,97.82,88.69,89.91,84.13,90.25,97.04,88,84.52,87.25,89.1943
2439551,85.45,95,94.96,90.72,98.6,85.72,84.14,93.27,94.12,86.97,92.31,90.97,98.55,96.64,91.9586
2439651,81.91,91.41,95.1,93.61,86.13,99.34,79.11,86.69,91.57,100,85.59,81.22,96.32,86.46,89.6043
2439751,97.54,96.71,86,82.44,88.25,94.34,96.83,91.78,94.33,98.27,96.02,92.41,84.65,89.11,92.0486
2439851,88.23,90.21,86.38,94.23,85.06,85.77,90.01,88.61,91.74,84.39,98.84,87.16,87.15,96.59,89.5979
2439951,93.83,98.92,94.98,82.35,94.8,94.72,91.48,88.14,100,90.3,100,92.06,86.17,96.98,93.195
2404050,98.08,94.56,97.53,87.17,94.98,89.28,93.71,94.29,100,100,89.26,90.36,96.27,95.19,94.3343
2440051,82.95,87.39,83.36,92.39,94.76,97.9,86.57,95.33,92.69,92.88,94.75,86.06,89.99,93.28,90.7357
2440151,79.42,83.93,90.44,87.66,95.1,86.6,96.52,85.32,94.96,95.99,86.48,99.19,98.28,84.6,90.3207
2440251,90.66,93.01,90.91,95.27,87.95,100,97.11,91.97,90.22,89.24,92.74,93.18,95.49,87.87,92.5443
2440351,83.49,91.53,94.51,90.43,92.72,90.63,96.55,86.4,87.16,94.25,99.03,92.48,87.46,88.63,91.0907
2440451,96.52,94.38,93.15,89.39,99.42,85.56,96.55,94.71,91.66,88.56,87.46,97.19,94.97,85.9,92.53
2440551,91.16,94.21,82.66,84.52,90.08,86.02,93.21,86.48,89.68,98.57,90.79,91.92,91.49,97.67,90.6043
2440651,99.05,85.25,96.56,95.96,88.94,92.99,89.96,94.77,96.23,91.99,89.89,81.13,88.37,96.78,91.9907
2440751,92.24,94.13,89.38,93.52,95.28,94.87,93.87,88.67,95.67,91.46,89.31,91.73,91.47,89.04,92.1886
2440851,95.64,100,90.67,97.92,92.29,80.12,88.63,95.56,100,87.63,88.95,91.57,91.24,95.74,92.5686
2440951,91.74,87.3,96.6,89.18,89.76,93.85,92.62,93.82,100,94.82,91.94,88.22,89.14,97.15,92.5814
2404150,98.33,90.04,90.67,86.73,83.66,92.36,84.91,83.12,92.07,100,100,88.53,100,98.48,92.0643
2441051,92.87,83.8,94.53,96.77,93.65,93.08,98.88,93.28,87.46,100,96.3,83.82,96.89,89.04,92.8836
2441151,100,100,93.81,87.9,93.87,100,94.43,93.66,87.4,88.56,95.5,98.46,95.95,90.85,94.3136
2441251,87.97,91.32,90.02,89.72,89.5,96.12,87.5,97.24,88.18,94.03,87.83,94.21,93.95,90.47,91.29
2441351,97.28,87.13,91.87,93.7,91.25,91.27,93.01,90.56,85.14,89.84,100,90.53,88.29,98.51,92.0271
2441451,92.25,79.8,91.44,90.13,81.21,79.21,94.58,90.84,91.47,91.64,95.74,86.19,98.92,92.11,89.6807
2441551,89.42,96.91,100,86.92,100,96.75,89.42,94.93,92.01,90.76,92.31,97.55,87.15,89.76,93.135
2441651,100,85.4,89.17,81.55,87.14,82.11,100,94.94,90.81,94.25,90.6,94.4,96.81,90.54,91.2657
2441751,90.31,94.17,97.52,88.26,94.8,97.21,97.56,89.88,86.95,87.58,97.66,88.6,98.1,90.24,92.7743
2441851,92.82,100,96.9,90.13,94.03,100,94.18,87.88,96.74,92,100,84.44,90.31,90.12,93.5393
2441951,92.33,85.16,94.09,98,97.28,88.87,94.72,85.41,82.14,91.43,100,92.24,90.78,90.39,91.6314
2404250,88.7,94.66,92.1,89.72,92.19,97.09,82.95,89.33,92.88,100,94.53,100,92.58,94.01,92.91
2442051,98.14,90.27,83.94,85.37,99.33,100,94.62,93.14,92.53,97.53,93.73,85.22,90.29,88.59,92.3357
2442151,87.32,100,90.05,87.58,94.96,95.48,88.78,90.51,94.53,95.2,87.84,95.07,91.51,100,92.7736
2442251,95.79,94.48,93.54,86.4,93.93,83.53,87.07,93.26,84.75,91.06,95.57,91.97,82.75,95.03,90.6521
2442351,88.49,88.78,96.25,91.67,86.93,83.77,91.61,91.76,87.67,99.49,94.72,97.12,85.7,94.04,91.2857
2442451,98.24,91.15,85.35,86.26,90.54,91.24,86.87,97.32,92.76,89.55,89.93,92.71,89.55,92.14,90.9721
2442551,85.04,98.27,89.32,97.95,85.2,83.7,89.1,90.41,86.1,93.53,98.35,87.47,97.53,94.27,91.16
2442651,94.39,89.49,88.6,88.2,93.6,92.42,93.35,83.13,96.75,91.03,85.37,86.73,99.99,99.06,91.5793
2442751,81.13,93.16,95.2,89.44,93.04,88.41,87.92,90.68,95.47,90.22,95.27,87.74,83.69,93.21,90.3271
2442851,87.29,90.42,100,93.5,100,91.82,93.07,87.77,88.25,92.61,100,92.56,90.61,92.68,92.8986
2442951,89.08,92.31,91.69,89.97,94.26,95.14,74.07,90.32,83.91,94.59,89.91,90.21,85.32,90.04,89.3443
2404350,87.02,100,92.73,88.53,100,91.53,94.93,86.92,99.96,87.92,96.49,91.73,90.37,100,93.4379
2443051,85.67,96.36,92.35,94.76,88.1,93.32,92.21,93.82,86.25,98.35,96.25,98.81,96.91,98.35,93.6793
2443151,95.93,84.77,88.82,85.49,94.4,91.32,83.49,92.88,95.92,95.54,100,87.44,95.75,86.13,91.2771
2443251,89.08,90.67,88.9,83.7,88.42,94.93,90.7,91.3,92.69,94.37,100,91.33,91.62,93.43,91.51
2443351,91.46,85.85,95.57,91.76,90.35,89.34,94.86,88.43,89.91,88.1,88.24,89.5,89.23,96.19,90.6279
2443451,85.34,95.07,96.79,93.11,90.31,96.77,92.7,92.49,97.17,88.24,92.34,99.28,87.81,82.61,92.145
2443551,94.31,95.26,92.99,100,91.9,85.7,90.01,92.78,91.66,94.45,96.51,87.5,97.88,83.48,92.4593
2443651,97.91,100,98.99,86.08,90.75,91.56,86.19,100,87.62,91.96,92.77,91.56,99.33,93.42,93.4386
2443751,98.82,96.98,97.19,88.46,96.58,95.47,90.23,95.44,91.42,84.66,81.47,84.24,100,99.33,92.8779
2443851,88,89.42,88.26,97.31,96.5,94.53,86.46,96.6,87.46,88.56,92.6,88,97.42,90.14,91.5186
