Branch of Service,Rank,Functional Branch,Student_ID,Service Component,Commissioning Source
Army,MAJ,Infantry,2437751,National Guard,Service Academy
Army,CPT,Logistics,2437851,Active,ROTC
Army,MAJ,Aviation,2437951,Active,ROTC
Army,MAJ,Logistics,2438051,Active,OCS
Army,CPT,Field Artillery,2438151,Reserve,ROTC
Army,CPT,Aviation,2438251,Reserve,OCS
Air Force,CPT,Maintenance,2438351,National Guard,ROTC
Army,CPT,Logistics,2438451,Active,ROTC
Army,MAJ,Engineer,2438551,Active,OCS
Air Force,CPT,Intelligence,2438651,Active,OCS
Army,CPT,Logistics,2438751,Active,ROTC
Army,MAJ,Aviation,2438851,National Guard,Service Academy
Army,MAJ,Field Artillery,2438951,Active,ROTC
Army,CPT,Intelligence,2439051,National Guard,OCS
Army,MAJ,Medical Corps,2439151,National Guard,Direct Commission (Medical)
Air Force,CPT,Intelligence,2439251,Active,OCS
Army,CPT,Cyber,2439351,Active,OCS
Army,MAJ,Infantry,2439451,National Guard,OCS
Army,CPT,Signal Corps,2439551,National Guard,OCS
Army,MAJ,Engineer,2439651,Active,ROTC
Marines,CPT,Logistics,2439751,Active,ROTC
Army,MAJ,Aviation,2439851,Active,OCS
Army,MAJ,Medical Corps,2439951,Active,Direct Commission (Medical)
Army,CPT,Infantry,2440051,Active,ROTC
Army,MAJ,Logistics,2440151,Active,ROTC
Army,MAJ,Engineer,2440251,Active,ROTC
Army,MAJ,Signal Corps,2440351,National Guard,Service Academy
Army,MAJ,Infantry,2440451,Active,ROTC
Air Force,CPT,Pilot,2440551,Active,ROTC
Army,CPT,Aviation,2440651,Active,OCS
Army,MAJ,Armor,2440751,Reserve,Service Academy
Navy,LT,Submarine,2440851,Active,OCS
Army,CPT,Medical Corps,2440951,Active,Direct Commission (Medical)
Air Force,CPT,Medical,2441051,National Guard,Direct Commission (Medical)
Army,CPT,Field Artillery,2441151,Reserve,ROTC
Army,CPT,Signal Corps,2441251,National Guard,OCS
Army,CPT,Field Artillery,2441351,Active,ROTC
Army,CPT,Engineer,2441451,Active,ROTC
Army,CPT,Medical Corps,2441551,National Guard,Direct Commission (Medical)
Army,CPT,Intelligence,2441651,National Guard,OCS
Army,CPT,Engineer,2441751,Active,Service Academy
Army,CPT,Medical Corps,2441851,National Guard,Direct Commission (Medical)
Army,CPT,Field Artillery,2441951,National Guard,OCS
Army,MAJ,Engineer,2442051,Active,ROTC
Army,CPT,Signal Corps,2442151,Active,OCS
Army,CPT,Signal Corps,2442251,Active,ROTC
Army,MAJ,Finance Corps,2442351,Reserve,ROTC
Army,CPT,Armor,2442451,Active,OCS
Army,MAJ,Signal Corps,2442551,Active,ROTC
Army,CPT,Military Police,2442651,Active,Service Academy
Army,CPT,Field Artillery,2442751,Active,ROTC
Army,MAJ,Infantry,2442851,Active,ROTC
Army,CPT,Medical Corps,2442951,National Guard,Direct Commission (Medical)
Army,CPT,Infantry,2443051,Active,Service Academy
Army,MAJ,Armor,2443151,National Guard,Service Academy
Army,MAJ,Military Police,2443251,Active,Service Academy
Army,CPT,Infantry,2443351,Active,ROTC
Army,CPT,Logistics,2443451,Active,ROTC
Army,CPT,Armor,2443551,Active,ROTC
Marines,CPT,Artillery,2443651,Reserve,ROTC
Army,CPT,Medical Corps,2443751,National Guard,Direct Commission (Medical)
Army,MAJ,Military Police,2443851,Active,ROTC
Army,MAJ,Cyber,2443951,Active,Service Academy
DoD Civilian,GS-13,Human Resources,2413951,Civilian ,n/a
Army,CPT,Military Police,2444151,Active,OCS
Army,CPT,Signal Corps,2444251,Active,ROTC
DoD Civilian,GS-13,Medical,2422051,Civilian ,n/a
Army,CPT,Aviation,2444451,Reserve,OCS
Army,MAJ,Infantry,2444551,Active,ROTC
Army,MAJ,Military Police,2444651,National Guard,ROTC
Army,MAJ,Aviation,2444751,Active,OCS
Army,MAJ,Infantry,2444851,Active,ROTC
Army,MAJ,Engineer,2444951,Active,ROTC
Army,CPT,Finance Corps,2445051,Active,Service Academy
Army,CPT,Military Police,2445151,Active,OCS
Army,CPT,Signal Corps,2445251,Active,OCS
Army,MAJ,Field Artillery,2445351,Active,ROTC
Army,MAJ,Signal Corps,2445451,Active,OCS
Army,MAJ,Cyber,2445551,Active,Service Academy
Army,CPT,Field Artillery,2445651,Active,OCS
Space Force,CPT,Intelligence,2445751,National Guard,ROTC
Army,MAJ,Aviation,2445851,Active,ROTC
Army,CPT,Intelligence,2445951,Active,Service Academy
Air Force,MAJ,Maintenance,2446051,Reserve,ROTC
Army,MAJ,Field Artillery,2446151,Active,OCS
Army,CPT,Armor,2446251,Active,Service Academy
Air Force,CPT,Medical,2446351,Active,Direct Commission (Medical)
Army,CPT,Logistics,2446451,Active,ROTC
Army,MAJ,Field Artillery,2446551,Reserve,ROTC
Army,MAJ,Engineer,2446651,Active,Service Academy
Army,CPT,Aviation,2446751,Active,OCS
Air Force,MAJ,Intelligence,2446851,National Guard,Service Academy
Army,MAJ,Armor,2446951,Active,Service Academy
Army,CPT,Field Artillery,2447051,National Guard,Service Academy
Army,CPT,Military Police,2447151,National Guard,ROTC
Army,CPT,Armor,2447251,National Guard,ROTC
Army,MAJ,Infantry,2447351,Active,OCS
Army,CPT,Military Police,2447451,Active,OCS
Army,MAJ,Cyber,2447551,Active,ROTC
Army,MAJ,Field Artillery,2447651,National Guard,ROTC
Army,CPT,Armor,2447751,Active,OCS
Army,CPT,Military Police,2447851,Active,ROTC
Army,MAJ,Armor,2447951,Reserve,ROTC
Army,MAJ,Medical Corps,2448051,Reserve,Direct Commission (Medical)
Army,MAJ,Logistics,2448151,Active,ROTC
Army,CPT,Finance Corps,2448251,Active,ROTC
Army,MAJ,Finance Corps,2448351,National Guard,OCS
Army,CPT,Medical Corps,2448451,Active,Direct Commission (Medical)
Army,CPT,Armor,2448551,Reserve,OCS
Army,MAJ,Engineer,2448651,Active,OCS
Army,MAJ,Intelligence,2448751,Active,OCS
Army,MAJ,Military Police,2448851,Active,Service Academy
Army,CPT,Finance Corps,2448951,Active,ROTC
Army,MAJ,Infantry,2449051,Active,OCS
Army,MAJ,Logistics,2449151,Active,Service Academy
Air Force,MAJ,Cyber Operations,2449251,Active,ROTC
Army,CPT,Field Artillery,2449351,National Guard,ROTC
Army,CPT,Medical Corps,2449451,Active,Direct Commission (Medical)
Navy,LCDR,Aviation,2449551,Reserve,OCS
Army,MAJ,Finance Corps,2449651,Active,ROTC
Army,CPT,Infantry,2449751,National Guard,Service Academy
Army,MAJ,Medical Corps,2449851,Active,Direct Commission (Medical)
Army,MAJ,Infantry,2449951,Active,ROTC
Army,MAJ,Aviation,2450051,Active,OCS
Army,CPT,Medical Corps,2450151,Active,Direct Commission (Medical)
Navy,LT,Aviation,2450251,Reserve,ROTC
Army,MAJ,Armor,2450351,Active,Service Academy
Army,MAJ,Armor,2450451,National Guard,Service Academy
Army,CPT,Armor,2450551,Active,Service Academy
DoD Civilian,GS-13,Human Resources,2422351,Civilian ,n/a
Army,CPT,Field Artillery,2450751,Active,ROTC
Army,CPT,Intelligence,2450851,Active,OCS
DoD Civilian,GS-12,Contracting,2435751,Civilian ,n/a
Army,CPT,Logistics,2451051,Active,ROTC
Army,CPT,Infantry,2451151,Active,OCS
Army,MAJ,Infantry,2451251,Active,ROTC
Army,CPT,Armor,2451351,Active,ROTC
Army,MAJ,Signal Corps,2451451,National Guard,ROTC
Air Force,CPT,Cyber Operations,2451551,Active,Service Academy
Army,MAJ,Logistics,2451651,National Guard,ROTC
Army,CPT,Medical Corps,2451751,National Guard,Direct Commission (Medical)
Army,MAJ,Engineer,2451851,Active,Service Academy
Army,MAJ,Finance Corps,2451951,Active,ROTC
Army,CPT,Signal Corps,2452051,Active,ROTC
Army,MAJ,Infantry,2452151,Active,OCS
Army,CPT,Signal Corps,2452251,Active,OCS
Army,CPT,Intelligence,2452351,Active,ROTC
Army,MAJ,Engineer,2452451,National Guard,OCS
Army,CPT,Medical Corps,2452551,Active,Direct Commission (Medical)
Army,CPT,Field Artillery,2452651,National Guard,OCS
Army,MAJ,Finance Corps,2452751,Reserve,Service Academy
Air Force,CPT,Intelligence,2452851,Active,OCS
Army,MAJ,Field Artillery,2452951,Active,OCS
Army,CPT,Armor,2453051,Active,OCS
Air Force,CPT,Cyber Operations,2453151,Active,OCS
Army,CPT,Finance Corps,2453251,Active,Service Academy
Army,MAJ,Medical Corps,2453351,Active,Direct Commission (Medical)
Army,MAJ,Finance Corps,2453451,Active,Service Academy
Army,CPT,Medical Corps,2453551,Active,Direct Commission (Medical)
Army,MAJ,Infantry,2453651,Active,OCS
Army,CPT,Armor,2453751,Active,ROTC
Army,CPT,Engineer,2453851,Active,ROTC
Army,MAJ,Signal Corps,2453951,National Guard,OCS
Army,MAJ,Finance Corps,2454051,Active,Service Academy
Army,CPT,Signal Corps,2454151,Active,Service Academy
Army,CPT,Finance Corps,2454251,National Guard,ROTC
Army,CPT,Field Artillery,2454351,Active,OCS
Army,CPT,Military Police,2454451,Active,OCS
Army,CPT,Intelligence,2454551,National Guard,ROTC
Army,CPT,Armor,2454651,Active,OCS
Army,MAJ,Logistics,2454751,Reserve,Service Academy
Army,CPT,Finance Corps,2454851,Active,ROTC
Army,MAJ,Engineer,2454951,Active,ROTC
Army,CPT,Intelligence,2455051,Active,Service Academy
Air Force,CPT,Cyber Operations,2455151,Active,ROTC
Army,CPT,Engineer,2455251,Active,ROTC
Army,MAJ,Military Police,2455351,Active,Service Academy
Army,CPT,Field Artillery,2455451,Reserve,Service Academy
Army,MAJ,Engineer,2455551,Active,ROTC
Army,MAJ,Armor,2455651,National Guard,OCS
Army,MAJ,Infantry,2455751,Active,ROTC
Army,CPT,Finance Corps,2455851,Reserve,OCS
Army,CPT,Armor,2455951,Active,ROTC
Army,CPT,Signal Corps,2456051,Active,ROTC
Army,MAJ,Armor,2456151,National Guard,OCS
DoD Civilian,GS-12,Cyber Operations,2444051,Civilian ,n/a
Army,CPT,Intelligence,2456351,Active,ROTC
Army,CPT,Finance Corps,2456451,Active,ROTC
Army,MAJ,Aviation,2456551,National Guard,OCS
Army,CPT,Signal Corps,2456651,Active,Service Academy
Army,CPT,Military Police,2456751,Active,ROTC
Army,MAJ,Cyber,2456851,Active,OCS
Army,MAJ,Infantry,2456951,National Guard,OCS
Army,CPT,Intelligence,2457051,Active,ROTC
Marines,CPT,Aviation,2457151,Active,OCS
Army,MAJ,Armor,2457251,National Guard,Service Academy
Army,CPT,Intelligence,2457351,National Guard,OCS
Army,MAJ,Armor,2457451,National Guard,OCS
Air Force,CPT,Pilot,2457551,Active,OCS
Army,CPT,Signal Corps,2457651,Active,ROTC
Army,MAJ,Infantry,2457751,Active,ROTC
Army,MAJ,Signal Corps,2457851,Active,ROTC
Army,MAJ,Aviation,2457951,Active,Service Academy
Army,MAJ,Armor,2458051,National Guard,ROTC
Army,MAJ,Finance Corps,2458151,National Guard,OCS
Army,MAJ,Medical Corps,2458251,Active,Direct Commission (Medical)
Army,CPT,Finance Corps,2458351,Active,Service Academy
Army,MAJ,Infantry,2458451,Active,Service Academy
Air Force,MAJ,Cyber Operations,2458551,Active,OCS
Army,MAJ,Infantry,2458651,Active,ROTC
Army,CPT,Finance Corps,2458751,Reserve,OCS
Army,CPT,Medical Corps,2458851,National Guard,Direct Commission (Medical)
Army,CPT,Cyber,2458951,Active,OCS
Space Force,CPT,Cyber Operations,2459051,Active,OCS
Army,MAJ,Finance Corps,2459151,Reserve,OCS
Army,MAJ,Aviation,2459251,Active,ROTC
Army,MAJ,Engineer,2459351,Reserve,ROTC
Army,CPT,Military Police,2459451,Reserve,Service Academy
Army,MAJ,Logistics,2459551,Active,ROTC
Army,CPT,Signal Corps,2459651,Active,Service Academy
Navy,LCDR,Aviation,2459751,Active,OCS
Army,CPT,Medical Corps,2459851,Active,Direct Commission (Medical)
Army,CPT,Infantry,2459951,Active,ROTC
Army,CPT,Finance Corps,2460051,National Guard,OCS
Navy,LCDR,Medical,2460151,Reserve,Direct Commission (Medical)
Army,MAJ,Cyber,2460251,Reserve,ROTC
Army,CPT,Armor,2460351,Active,Service Academy
Army,MAJ,Engineer,2460451,National Guard,OCS
Army,CPT,Intelligence,2460551,Active,ROTC
Army,CPT,Military Police,2460651,National Guard,Service Academy
Army,MAJ,Field Artillery,2460751,Active,ROTC
Army,CPT,Military Police,2460851,National Guard,OCS
Army,MAJ,Signal Corps,2460951,Active,OCS
Army,MAJ,Finance Corps,2461051,National Guard,ROTC
Army,MAJ,Logistics,2461151,Active,Service Academy
Army,CPT,Cyber,2461251,Active,Service Academy
Army,CPT,Engineer,2461351,Active,OCS
Air Force,CPT,Cyber Operations,2461451,Active,ROTC
Army,CPT,Engineer,2461551,Active,ROTC
Army,CPT,Signal Corps,2461651,National Guard,ROTC
Army,MAJ,Field Artillery,2461751,National Guard,Service Academy
Army,MAJ,Finance Corps,2461851,Active,OCS
Army,MAJ,Logistics,2461951,Active,ROTC
Army,CPT,Armor,2462051,Active,OCS
Army,MAJ,Logistics,2462151,Reserve,OCS
Army,MAJ,Field Artillery,2462251,Active,ROTC
Army,MAJ,Cyber,2462351,Active,ROTC
Army,CPT,Intelligence,2462451,National Guard,OCS
Army,CPT,Signal Corps,2462551,Active,ROTC
Army,MAJ,Engineer,2462651,Active,Service Academy
Army,MAJ,Armor,2462751,National Guard,ROTC
Army,CPT,Cyber,2462851,National Guard,ROTC
Army,CPT,Infantry,2462951,Active,OCS
Air Force,CPT,Pilot,2463051,Active,OCS
Army,MAJ,Military Police,2463151,Active,OCS
DoD Civilian,GS-13,Human Resources,2444351,Civilian ,n/a
Air Force,MAJ,Intelligence,2463351,National Guard,OCS
Army,MAJ,Armor,2463451,Active,OCS
Army,CPT,Field Artillery,2463551,National Guard,Service Academy
Army,CPT,Logistics,2463651,Active,ROTC
Space Force,CPT,Intelligence,2463751,Active,ROTC
Army,MAJ,Cyber,2463851,National Guard,OCS
Army,MAJ,Armor,2463951,Active,ROTC
Army,CPT,Armor,2464051,Active,ROTC
Navy,LCDR,Medical,2464151,Active,Direct Commission (Medical)
Army,MAJ,Finance Corps,2464251,National Guard,ROTC
Army,MAJ,Finance Corps,2464351,Active,Service Academy
Marines,CPT,Infantry,2464451,Active,Service Academy
Army,CPT,Armor,2464551,Active,Service Academy
Space Force,MAJ,Space Operations,2464651,Active,ROTC
Army,CPT,Intelligence,2464751,Active,OCS
Army,MAJ,Finance Corps,2464851,Active,OCS
Army,CPT,Medical Corps,2464951,Active,Direct Commission (Medical)
Marines,CPT,Infantry,2465051,Active,ROTC
Army,CPT,Intelligence,2465151,National Guard,Service Academy
Navy,LT,Aviation,2465251,Active,Service Academy
Army,MAJ,Field Artillery,2465351,National Guard,OCS
Army,CPT,Field Artillery,2465451,Active,OCS
Army,MAJ,Field Artillery,2465551,National Guard,ROTC
Army,MAJ,Intelligence,2465651,Active,ROTC
Army,MAJ,Cyber,2465751,Active,ROTC
Army,MAJ,Cyber,2465851,Active,OCS
Army,MAJ,Signal Corps,2465951,Active,OCS
Army,CPT,Armor,2466051,Active,Service Academy
Air Force,CPT,Intelligence,2466151,Active,OCS
Army,CPT,Medical Corps,2466251,Active,Direct Commission (Medical)
Air Force,CPT,Pilot,2466351,Active,OCS
Army,MAJ,Military Police,2466451,National Guard,Service Academy
Army,MAJ,Military Police,2466551,Active,OCS
Army,MAJ,Signal Corps,2466651,Active,ROTC
Army,CPT,Infantry,2466751,Active,Service Academy
Army,CPT,Armor,2466851,Active,Service Academy
Army,CPT,Field Artillery,2466951,Active,Service Academy
Army,MAJ,Engineer,2467051,National Guard,OCS
Army,CPT,Logistics,2467151,Active,Service Academy
Navy,LT,Intelligence,2467251,Active,ROTC
Army,MAJ,Infantry,2467351,Active,Service Academy
Army,CPT,Finance Corps,2467451,National Guard,OCS
Army,MAJ,Armor,2467551,National Guard,ROTC
Air Force,MAJ,Cyber Operations,2467651,Active,OCS
Army,MAJ,Engineer,2467751,Active,ROTC
Army,CPT,Armor,2467851,Active,ROTC
Army,MAJ,Field Artillery,2467951,Active,ROTC
Army,MAJ,Finance Corps,2468051,Active,ROTC
Army,MAJ,Armor,2468151,Reserve,ROTC
Army,CPT,Intelligence,2468251,Reserve,OCS
Army,MAJ,Intelligence,2468351,Active,ROTC
Army,CPT,Cyber,2468451,Active,ROTC
Army,MAJ,Engineer,2468551,Active,ROTC
Army,CPT,Intelligence,2468651,National Guard,ROTC
Army,CPT,Field Artillery,2468751,Active,ROTC
Marines,MAJ,Intelligence,2468851,Active,Service Academy
Army,MAJ,Signal Corps,2468951,National Guard,ROTC
Army,MAJ,Signal Corps,2469051,Active,OCS
Army,MAJ,Signal Corps,2469151,National Guard,ROTC
Army,CPT,Infantry,2469251,Active,Service Academy
Army,CPT,Infantry,2469351,National Guard,OCS
Marines,CPT,Infantry,2469451,Active,Service Academy
Army,CPT,Signal Corps,2469551,Reserve,ROTC
Army,MAJ,Medical Corps,2469651,National Guard,Direct Commission (Medical)
Army,CPT,Medical Corps,2469751,Active,Direct Commission (Medical)
Army,MAJ,Engineer,2469851,Active,Service Academy
Army,MAJ,Intelligence,2469951,Active,OCS
Army,MAJ,Engineer,2470051,Active,OCS
Army,CPT,Aviation,2470151,Active,ROTC
Army,MAJ,Intelligence,2470251,Active,Service Academy
Air Force,CPT,Pilot,2470351,Active,OCS
Army,MAJ,Infantry,2470451,Reserve,OCS
Army,MAJ,Engineer,2470551,Reserve,ROTC
Army,CPT,Signal Corps,2470651,Active,ROTC
Army,MAJ,Armor,2470751,Reserve,ROTC
Army,CPT,Cyber,2470851,Reserve,ROTC
Army,MAJ,Cyber,2470951,National Guard,ROTC
Marines,CPT,Logistics,2471051,Active,Service Academy
Army,CPT,Intelligence,2471151,Active,OCS
Army,CPT,Field Artillery,2471251,Reserve,Service Academy
DoD Civilian,GS-12,Cyber Operations,2450651,Civilian ,n/a
Army,CPT,Signal Corps,2471451,Active,ROTC
Air Force,MAJ,Cyber Operations,2471551,Active,OCS
Army,MAJ,Armor,2471651,Reserve,ROTC
DoD Civilian,GS-12,Cyber Operations,2450951,Civilian ,n/a
Army,CPT,Field Artillery,2471851,Active,Service Academy
Army,MAJ,Signal Corps,2471951,Active,Service Academy
Army,CPT,Logistics,2472051,National Guard,OCS
Army,MAJ,Military Police,2472151,National Guard,Service Academy
Army,CPT,Military Police,2472251,Reserve,ROTC
Army,MAJ,Armor,2472351,National Guard,OCS
Army,CPT,Finance Corps,2472451,Active,ROTC
Army,MAJ,Medical Corps,2472551,Active,Direct Commission (Medical)
Army,MAJ,Finance Corps,2472651,Reserve,ROTC
Air Force,MAJ,Cyber Operations,2472751,National Guard,ROTC
Army,CPT,Armor,2472851,Reserve,OCS
Army,MAJ,Logistics,2472951,Active,OCS
Army,MAJ,Signal Corps,2473051,Reserve,OCS
Army,MAJ,Signal Corps,2473151,Reserve,ROTC
Marines,MAJ,Intelligence,2473251,Active,Service Academy
Air Force,CPT,Medical,2473351,Active,Direct Commission (Medical)
Air Force,CPT,Maintenance,2473451,Active,Service Academy
Army,MAJ,Medical Corps,2473551,Active,Direct Commission (Medical)
Army,MAJ,Logistics,2473651,National Guard,Service Academy
Space Force,MAJ,Space Operations,2473751,Active,ROTC
Army,CPT,Infantry,2473851,National Guard,Service Academy
Army,CPT,Cyber,2473951,Active,OCS
Air Force,MAJ,Pilot,2474051,Active,OCS
Army,MAJ,Finance Corps,2474151,National Guard,OCS
Army,MAJ,Military Police,2474251,Active,OCS
Navy,LT,Medical,2474351,Reserve,Direct Commission (Medical)
Army,CPT,Field Artillery,2474451,Active,ROTC
Army,MAJ,Finance Corps,2474551,Active,Service Academy
Navy,LT,Intelligence,2474651,Reserve,OCS
Army,CPT,Intelligence,2474751,National Guard,Service Academy
Army,CPT,Medical Corps,2474851,Active,Direct Commission (Medical)
Army,MAJ,Intelligence,2474951,Reserve,ROTC
Army,MAJ,Engineer,2475051,National Guard,ROTC
Army,CPT,Intelligence,2475151,Reserve,Service Academy
Army,MAJ,Aviation,2475251,Active,Service Academy
Army,CPT,Intelligence,2475351,Active,ROTC
Air Force,MAJ,Pilot,2475451,Active,OCS
Army,CPT,Aviation,2475551,National Guard,Service Academy
Army,CPT,Logistics,2475651,Active,ROTC
Air Force,MAJ,Maintenance,2475751,Active,Service Academy
Army,CPT,Signal Corps,2475851,Active,ROTC
Army,MAJ,Aviation,2475951,National Guard,ROTC
Army,CPT,Military Police,2476051,Active,ROTC
Army,MAJ,Finance Corps,2476151,Active,ROTC
Army,MAJ,Infantry,2476251,Reserve,Service Academy
Army,MAJ,Logistics,2476351,National Guard,OCS
Army,MAJ,Finance Corps,2476451,Active,ROTC
Army,CPT,Signal Corps,2476551,National Guard,ROTC
Navy,LT,Aviation,2476651,Reserve,ROTC
Army,MAJ,Military Police,2476751,Active,OCS
Army,CPT,Military Police,2476851,National Guard,Service Academy
Army,CPT,Infantry,2476951,Active,Service Academy
Army,CPT,Armor,2477051,Active,ROTC
Army,MAJ,Infantry,2477151,Active,ROTC
Army,MAJ,Infantry,2477251,Active,ROTC
Army,CPT,Military Police,2477351,National Guard,OCS
Army,CPT,Logistics,2477451,Active,ROTC
Army,CPT,Field Artillery,2477551,Active,OCS
Army,CPT,Field Artillery,2477651,National Guard,OCS
Army,MAJ,Aviation,2477751,Active,ROTC
Army,MAJ,Signal Corps,2477851,National Guard,ROTC
Space Force,CPT,Cyber Operations,2477951,Active,ROTC
Army,MAJ,Cyber,2478051,Active,ROTC
Army,MAJ,Medical Corps,2478151,Reserve,Direct Commission (Medical)
Army,CPT,Cyber,2478251,Reserve,Service Academy
Space Force,CPT,Intelligence,2478351,Active,OCS
Army,CPT,Field Artillery,2478451,Active,ROTC
Army,CPT,Infantry,2478551,Active,OCS
Army,MAJ,Medical Corps,2478651,Active,Direct Commission (Medical)
Army,MAJ,Military Police,2478751,Reserve,OCS
Army,CPT,Medical Corps,2478851,Reserve,Direct Commission (Medical)
Army,MAJ,Military Police,2478951,Reserve,Service Academy
Army,CPT,Medical Corps,2479051,Active,Direct Commission (Medical)
Navy,LCDR,Surface Warfare,2479151,Active,OCS
Army,CPT,Logistics,2479251,Active,ROTC
Army,MAJ,Field Artillery,2479351,Active,OCS
Army,MAJ,Aviation,2479451,Reserve,OCS
Army,MAJ,Armor,2479551,Active,OCS
Army,CPT,Logistics,2479651,Active,ROTC
Army,CPT,Armor,2479751,Active,OCS
Army,MAJ,Intelligence,2479851,Active,OCS
Army,CPT,Armor,2479951,Active,Service Academy
Army,CPT,Field Artillery,2480051,National Guard,Service Academy
Marines,MAJ,Artillery,2480151,Reserve,Service Academy
Navy,LT,Medical,2480251,Active,Direct Commission (Medical)
Army,CPT,Cyber,2480351,National Guard,ROTC
Army,MAJ,Finance Corps,2480451,Active,OCS
Army,CPT,Engineer,2480551,Active,ROTC
Army,CPT,Medical Corps,2480651,Active,Direct Commission (Medical)
Army,CPT,Field Artillery,2480751,National Guard,ROTC
Army,CPT,Finance Corps,2480851,Active,OCS
Army,CPT,Infantry,2480951,Reserve,ROTC
Army,MAJ,Field Artillery,2481051,Active,OCS
Army,CPT,Aviation,2481151,National Guard,ROTC
Army,CPT,Infantry,2481251,Active,ROTC
Army,MAJ,Logistics,2481351,National Guard,OCS
Army,CPT,Medical Corps,2481451,Active,Direct Commission (Medical)
Army,MAJ,Finance Corps,2481551,Active,ROTC
Army,MAJ,Military Police,2481651,National Guard,OCS
Army,CPT,Medical Corps,2481751,Active,Direct Commission (Medical)
Army,CPT,Infantry,2481851,National Guard,ROTC
Army,MAJ,Field Artillery,2481951,Reserve,Service Academy
Army,MAJ,Engineer,2482051,Active,Service Academy
Army,CPT,Finance Corps,2482151,Active,Service Academy
Army,MAJ,Military Police,2482251,Active,ROTC
Army,CPT,Intelligence,2482351,Active,ROTC
Army,MAJ,Signal Corps,2482451,Active,OCS
Army,CPT,Signal Corps,2500151,National Guard,ROTC
Army,CPT,Field Artillery,2500251,Active,ROTC
Army,CPT,Field Artillery,2500351,Active,Service Academy
Army,MAJ,Armor,2500451,National Guard,Service Academy
Army,CPT,Military Police,2500551,Active,ROTC
Army,CPT,Medical Corps,2500651,Reserve,Direct Commission (Medical)
Marines,CPT,Logistics,2500751,Active,OCS
Army,MAJ,Armor,2500851,Active,ROTC
Army,MAJ,Logistics,2500951,Active,ROTC
Army,CPT,Armor,2501051,Active,OCS
DoD Civilian,GS-12,Contracting,2456251,Civilian ,n/a
Marines,MAJ,Aviation,2501251,Active,OCS
Army,CPT,Logistics,2501351,Active,ROTC
Army,MAJ,Armor,2501451,Active,Service Academy
Navy,LT,Aviation,2501551,Active,Service Academy
Army,CPT,Cyber,2501651,Active,OCS
Army,CPT,Field Artillery,2501751,Active,ROTC
Army,MAJ,Logistics,2501851,Reserve,OCS
Army,MAJ,Signal Corps,2501951,Reserve,OCS
Army,CPT,Signal Corps,2502051,National Guard,ROTC
Army,MAJ,Cyber,2502151,Active,Service Academy
Army,MAJ,Finance Corps,2502251,Active,OCS
Army,MAJ,Armor,2502351,National Guard,ROTC
Army,CPT,Intelligence,2502451,Active,ROTC
Army,MAJ,Infantry,2502551,Reserve,ROTC
Army,CPT,Aviation,2502651,Active,Service Academy
Army,CPT,Signal Corps,2502751,Active,ROTC
Army,MAJ,Armor,2502851,National Guard,Service Academy
Air Force,MAJ,Maintenance,2502951,Active,ROTC
Army,MAJ,Medical Corps,2503051,Active,Direct Commission (Medical)
DoD Civilian,GS-12,Human Resources,2471751,Civilian ,n/a
Army,CPT,Logistics,2503251,Active,Service Academy
Army,MAJ,Finance Corps,2503351,Active,ROTC
Army,CPT,Medical Corps,2503451,Active,Direct Commission (Medical)
Army,MAJ,Finance Corps,2503551,Active,OCS
Army,CPT,Cyber,2503651,National Guard,Service Academy
Army,MAJ,Field Artillery,2503751,National Guard,ROTC
Army,CPT,Aviation,2503851,Active,Service Academy
Army,MAJ,Intelligence,2503951,Active,Service Academy
Army,MAJ,Infantry,2504051,National Guard,OCS
Army,CPT,Logistics,2504151,Active,OCS
Army,CPT,Intelligence,2504251,Active,ROTC
Army,CPT,Aviation,2504351,Active,OCS
Army,CPT,Intelligence,2504451,Active,Service Academy
DoD Civilian,GS-12,Contracting,2501151,Civilian ,n/a
Army,MAJ,Military Police,2504651,Active,OCS
Army,MAJ,Armor,2504751,Active,Service Academy
Army,CPT,Military Police,2504851,Active,OCS
Army,CPT,Military Police,2504951,Active,OCS
Army,MAJ,Infantry,2505051,National Guard,OCS
Army,CPT,Cyber,2505151,Active,Service Academy
Army,CPT,Infantry,2505251,Active,Service Academy
DoD Civilian,GS-12,Human Resources,2503151,Civilian ,n/a
Marines,MAJ,Intelligence,2505451,Active,Service Academy
Army,MAJ,Field Artillery,2505551,National Guard,ROTC
Army,MAJ,Medical Corps,2505651,Reserve,Direct Commission (Medical)
Army,MAJ,Cyber,2505751,Active,Service Academy
Army,MAJ,Engineer,2505851,Active,ROTC
Army,CPT,Engineer,2505951,Reserve,ROTC
Army,MAJ,Aviation,2506051,Active,Service Academy
Army,MAJ,Logistics,2506151,Active,ROTC
Army,CPT,Medical Corps,2506251,Active,Direct Commission (Medical)
Army,CPT,Finance Corps,2506351,Reserve,OCS
Air Force,MAJ,Maintenance,2506451,National Guard,OCS
Army,CPT,Signal Corps,2506551,Active,Service Academy
Army,MAJ,Armor,2506651,Active,OCS
Army,CPT,Intelligence,2506751,Active,ROTC
Army,CPT,Aviation,2506851,Active,OCS
Army,MAJ,Finance Corps,2506951,Reserve,ROTC
Army,CPT,Signal Corps,2507051,Active,ROTC
Army,CPT,Infantry,2507151,National Guard,Service Academy
Army,MAJ,Logistics,2507251,National Guard,ROTC
Army,MAJ,Medical Corps,2507351,Active,Direct Commission (Medical)
